,cost,description,animal,property
8498,1092.0,small animal rescue,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8499,364.0,bird trapped in loft area,bird,house - single occupancy 
8500,364.0,cat stuck in cupboard,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8501,364.0,trapped duckling in storm drain,bird,lake/pond/reservoir 
8502,728.0,deer in distress on foreshore,deer,river/canal 
8503,364.0,redacted,cat,playground/recreation area (not equipment)
8504,364.0,cat stuck on bank of brook   caller will meet you on st edwards way to direct you,cat,river/canal 
8505,364.0,bird  trapped in chimney,bird,purpose built flats/maisonettes - up to 3 storeys 
8506,364.0,kitten stuck on roof - possibly injured,cat,house - single occupancy 
8507,364.0,dog stuck inbetween metal railings,dog,railings
8508,364.0,deer stuck in railings,deer,animal harm outdoors
8509,364.0,birds trapped in awning   south london animal protection on scene   states also exposed wiring,bird,single shop 
8510,364.0,cat in tree  physically trapped   rspca unavailabe,cat,woodland/forest - conifers/softwood 
8511,728.0,redacted,cat,tree scrub 
8512,364.0,cat trapped between walls of derelict buildings,cat,converted flat/maisonettes - 3 or more storeys
8513,364.0,cat wedged in tree and cannot move,cat,park 
8514,364.0,duck trapped in alcove within the shop,bird,shopping centre 
8515,728.0,redacted,cat,purpose built office 
8516,364.0,small animal rescue,unknown - domestic animal or pet,infant/primary school
8517,364.0,cat trapped in in neighbours chimney,cat,bungalow - single occupancy 
8518,364.0,large dog stuck in river - caller on riverside path between stourton avenue and superstore car park,dog,river/canal 
8519,728.0,bird trapped in chimney - disabled occupant,bird,house - single occupancy 
8520,364.0,redacted,cat,house - single occupancy 
8521,364.0,fox with head trapped in fence by shed - rspca on scene,fox,fence
8522,364.0,injured dog trapped under car - vet on scene,dog,car 
8523,364.0,puppy with head stuck in wall vent,dog,house - single occupancy 
8524,364.0,redacted,cat,house - single occupancy 
8525,364.0,bird with foot trapped in grill     inside on second floor,bird,purpose built flats/maisonettes - up to 3 storeys 
8526,364.0,cat fallen in shaft of lift,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8527,364.0,cat trapped behind locked door - electrical intake cupboard,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8528,364.0,cat is trapped in space between building and garden,cat,house - single occupancy 
8529,364.0,cat trapped in cavity wall,cat,purpose built flats/maisonettes - 10 or more storeys 
8530,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8531,364.0,redacted,bird,fire station 
8532,364.0,cat stuck on roof - three storey house,cat,house - single occupancy 
8533,364.0,cat stuck next to  railway line by  maintenance containers  - caller will meet you in pond close,cat,railway trackside vegetation 
8534,364.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8535,728.0,cat in car engine/undercarriage - owner on scene,cat,car 
8536,364.0,dog with head stuck in gate,dog,converted flat/maisonette - up to 2 storeys 
8537,364.0,assist london wildlife protection to gain acces to trapped injured seagull,bird,converted flat/maisonette - up to 2 storeys 
8538,364.0,paraqueet stuck on guttering of building - dangling from wire - called by rspca,bird,purpose built flats/maisonettes - up to 3 storeys 
8539,728.0,husky dog with leg trapped in ground floor  window inside - dog is now upside down and unconscious,dog,purpose built flats/maisonettes - 4 to 9 storeys 
8540,364.0,kitten trapped on roof,cat,house - single occupancy 
8541,364.0,big bird trapped in balcony,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8542,364.0,running call to fox with head trapped in plastic bottle,fox,animal harm outdoors
8543,364.0,fox trapped between a post and a fence board in back garden-  rspca have no officers to attend  - oc,fox,house - single occupancy 
8544,364.0,cat stuck on roof,cat,house - single occupancy 
8545,364.0,cat on roof   rspca on scene,cat,house - single occupancy 
8546,364.0,redacted,dog,heathland 
8547,364.0,cat trapped in wall,cat,house - single occupancy 
8548,364.0,deer stuck in gate,deer,house - single occupancy 
8549,364.0,small animal trapped,unknown - wild animal,converted flat/maisonettes - 3 or more storeys
8550,364.0,dog trapped on slanted guttering on roof - owner not in attendance     window open,dog,converted flat/maisonettes - 3 or more storeys
8551,364.0,bird trapped in chimney,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8552,364.0,birds stuck in chimney - disabled resident,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8553,364.0,assist rspca to rescue kitten from roof of house,cat,house - single occupancy 
8554,364.0,cat fallen in ditch,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8555,364.0,bird stuck in coal well,bird,house - single occupancy 
8556,728.0,cat stuck on roof,cat,house - single occupancy 
8557,364.0,cat trapped on roof   caller/owner  will meet brigade,cat,house - single occupancy 
8558,364.0,cat impaled on fence,cat,house - single occupancy 
8559,364.0,abandoned call to fire,unknown - domestic animal or pet,tree scrub 
8560,364.0,distressed female has lost her poorly cat  appliance sent to assist,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8561,364.0,fox trapped  between bed and wall,fox,converted flat/maisonette - up to 2 storeys 
8562,1092.0,horse stuck in river,horse,river/canal 
8563,364.0,redacted,bird,purpose built flats/maisonettes - 10 or more storeys 
8564,364.0,kitten trapped between two walls,cat,private garden shed 
8565,364.0,cat stuck between wall and garden shed,cat,domestic garden (vegetation not equipment) 
8566,364.0,fox trapped in netting at rear of school,fox,playground/recreation area (not equipment)
8567,728.0,cat trapped in car engine,cat,car 
8568,728.0,cat trapped in between building extensions at rear,cat,house - single occupancy 
8569,364.0,redacted,cat,domestic garden (vegetation not equipment) 
8570,364.0,deer stuck in the fence  - brigade will be met at the main entrance,deer,fence
8571,364.0,cat trapped in chimney,cat,house - single occupancy 
8572,364.0,cat in precarious position on fifth floor window ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8573,364.0,birds trapped in roof void,bird,house - single occupancy 
8574,364.0,redacted,cat,house - single occupancy 
8575,364.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
8576,364.0,pigeon trapped in   chimney,bird,converted flat/maisonettes - 3 or more storeys
8577,364.0,cat stuck on guttering  - five floors high,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8578,364.0,pigeon trapped in netting - wild life rep on scene,bird,single shop 
8579,364.0,pigeon impailed on spike on balcony,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8580,364.0,fox trapped in pond at rear,fox,lake/pond/reservoir 
8581,364.0,fox trapped behind cupboard,fox,house - single occupancy 
8582,364.0,dog trapped on on roof,dog,house - single occupancy 
8583,364.0,redacted,cat,purpose built flats/maisonettes - 10 or more storeys 
8584,364.0,crow trapped in netting on roof - london wildlife protection on scene,bird,furniture warehouse 
8585,728.0,cat stuck behind chimney,cat,house - single occupancy 
8586,364.0,cat on second storey roof - assistance requested by rspca,cat,purpose built flats/maisonettes - up to 3 storeys 
8587,364.0,cat trapped in scaffolding,cat,converted flat/maisonettes - 3 or more storeys
8588,364.0,bird stuck in chimney,bird,house - single occupancy 
8589,364.0,fox trapped by head towards back of shed,fox,house - single occupancy 
8590,364.0,cat in distress on window ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8591,364.0,bird trapped in netting,bird,railway 
8592,364.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
8593,728.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8594,364.0,pigeon trapped      caller will meet you    jctn north end road,bird,converted flat/maisonette - up to 2 storeys 
8595,728.0,redacted,bird,purpose built flats/maisonettes - up to 3 storeys 
8596,364.0,fox trapped on balcony,fox,purpose built flats/maisonettes - up to 3 storeys 
8597,728.0,pigeon trapped in netting at rear of building,bird,furniture warehouse 
8598,364.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8599,364.0,cat locked in garage for several days - caller will meet crew,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8600,364.0,fox head & front legs stuck in football netting     - requested to attend by rspca,fox,park 
8601,364.0,cat trapped in basement courtyard,cat,converted flat/maisonettes - 3 or more storeys
8602,364.0,cat trapped in vent,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8603,364.0,cat trapped in outbuilding for four days,cat,house - single occupancy 
8604,364.0,cat trapped between two fences - owner on scene,cat,fence
8605,364.0,pet ferret trapped chimney breast,ferret,converted flat/maisonettes - 3 or more storeys
8606,364.0,dog stuck in reclining chair,dog,house - single occupancy 
8607,364.0,redacted,fox,self contained sheltered housing 
8608,364.0,pigeon stuck behind chimney,bird,house - single occupancy 
8609,364.0,piegon trapped in netting  rspca unavailable,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8610,364.0,redacted,cat,purpose built flats/maisonettes - 10 or more storeys 
8611,364.0,dog with head stuck in railings - owner on scene,dog,railings
8612,364.0,cat trapped on ledge - hanging by its leg,cat,purpose built flats/maisonettes - up to 3 storeys 
8613,364.0,small animal rescue - trapped in cavity wall,unknown - domestic animal or pet,house - single occupancy 
8614,364.0,cat stuck on roof - has been there for two days now and unable to get down unassisted,cat,house - single occupancy 
8615,364.0,wood pidgeon trapped on window ledge,bird,library 
8616,364.0,pigeon trapped in wire under the bridge,bird,bridge
8617,364.0,bird trapped in netting - hanging from second storey - turntable ladder required,bird,house - single occupancy 
8618,0.0,redacted,cat,unlicensed house in multiple occupation - 3 or more storeys 
8619,364.0,small animal rescue,unknown - domestic animal or pet,laundrette 
8620,364.0,cat trapped in courtyard,cat,converted flat/maisonette - up to 2 storeys 
8621,364.0,small animal rescue - cat trapped within engine,cat,car 
8622,364.0,dog stuck between walls,dog,house - single occupancy 
8623,364.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
8624,364.0,pigeon trapped in fire place,bird,house - single occupancy 
8625,364.0,redacted,bird,house - single occupancy 
8626,364.0,fox trapped in netting - turntable ladder required to enter via stoke newington church street j/o st,fox,purpose built flats/maisonettes - 4 to 9 storeys 
8627,364.0,cat up tree - rspca in attendance,cat,tree scrub 
8628,364.0,cat in tree - rspca on scene and they will meet you in carpark,cat,park 
8629,364.0,police dog in distress    police on scene    requesting assistance with ladder,dog,river/canal 
8630,364.0,cat stuck under decking,cat,converted flat/maisonettes - 3 or more storeys
8631,364.0,redacted,cat,park 
8632,364.0,redacted,bird,other entertainment venue 
8633,728.0,kitten distressed trapped in tree,cat,woodland/forest - conifers/softwood 
8634,364.0,fox stuck between window and ledge,fox,pub/wine bar/bar 
8635,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8636,728.0,kitten trapped in birds nest in tree - access via side gate  occupant has a saw now for you to assis,cat,domestic garden (vegetation not equipment) 
8637,364.0,cat stuck in tree,cat,house - single occupancy 
8638,728.0,redacted,cat,bungalow - single occupancy 
8639,364.0,redacted,cat,house - single occupancy 
8640,364.0,fox inside house,fox,house - single occupancy 
8641,364.0,bird caught on roof,bird,house - single occupancy 
8642,364.0,running call to injured cat at station  req rspca to collect cat with injured  back legs  cat is c&b,cat,fire station 
8643,364.0,fox inside bonnet of car,fox,car 
8644,364.0,redacted,bird,bridge
8645,364.0,cat trapped in car,cat,car 
8647,364.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8648,364.0,redacted,cat,house - single occupancy 
8649,364.0,kitten trapped between wall,cat,house - single occupancy 
8650,364.0,bird stuck in chimney,bird,house - single occupancy 
8651,364.0,fawn stuck in metal railings  near,deer,animal harm outdoors
8652,364.0,baby bird fallen down drain,bird,pipe or drain 
8653,364.0,bird stuck in chimney,bird,house - single occupancy 
8654,364.0,redacted,cat,domestic garden (vegetation not equipment) 
8655,364.0,cat  stuck on roof  caller  will meet you in the road outside the house,cat,house - single occupancy 
8656,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8657,364.0,multiple birds shut behind gate under a bridge - london wildlife protection officer on scene,bird,bridge
8658,364.0,redacted,cat,tree scrub 
8659,364.0,pigeon trapped by wire on roof,bird,animal harm outdoors
8660,364.0,kitten trapped behind cupboard,cat,house - single occupancy 
8661,364.0,cat stuck in tree   caller will liase with brigade,cat,tree scrub 
8662,364.0,bird trapped between window panes,bird,house - single occupancy 
8663,364.0,bird stuck in the chimney,bird,house - single occupancy 
8664,364.0,redacted,dog,purpose built flats/maisonettes - up to 3 storeys 
8665,364.0,cat trapped between two walls   - advised to call by rspca,cat,purpose built flats/maisonettes - up to 3 storeys 
8666,364.0,cat trapped  - advised by rspca,cat,converted flat/maisonettes - 3 or more storeys
8667,364.0,cat stuck on roof,cat,house - single occupancy 
8668,364.0,cat trapped   - advised to call by rspca,cat,purpose built flats/maisonettes - up to 3 storeys 
8669,364.0,cat on roof - rspca on scene,cat,house - single occupancy 
8670,364.0,cat stuck on roof - been on roof for some time and rspca unable to attend,cat,converted flat/maisonettes - 3 or more storeys
8671,364.0,cat on window ledge - this is a flat above shop,cat,purpose built flats/maisonettes - up to 3 storeys 
8672,364.0,baby fox trapped between fence and shed    oak cottage is  opp sainsbury local,fox,house - single occupancy 
8673,1456.0,cat trapped in engine of car - fire rescue unit required with snake eye camera,cat,car 
8674,364.0,cat stuck underneath floor boards,cat,purpose built flats/maisonettes - up to 3 storeys 
8675,364.0,dog trapped in garden,dog,purpose built flats/maisonettes - up to 3 storeys 
8676,364.0,cat trapped between wall,cat,purpose built flats/maisonettes - up to 3 storeys 
8677,364.0,birds trapped in light tower    concert bowl lake  crystal palace park    london wildlife protect re,bird,park 
8678,364.0,cat trapped on roof     three storey building. caller will meet you,cat,house - single occupancy 
8680,364.0,cat trapped under bike shed,cat,outdoor storage 
8681,364.0,fox with head trapped in gate,fox,bungalow - single occupancy 
8682,728.0,fox trapped in fence in back garden,fox,domestic garden (vegetation not equipment) 
8683,364.0,redacted,dog,car 
8684,728.0,redacted,bird,purpose built flats/maisonettes - 10 or more storeys 
8685,364.0,redacted,cat,house - single occupancy 
8686,364.0,cat trapped behind shed,cat,private garden shed 
8687,1456.0,six ducklings stuck in drain - near traffic lights near the tennis court  j/o ruckholt road  call pa,bird,other outdoor location 
8688,364.0,cat stuck in  neighbouring garden possibly injured,cat,house - single occupancy 
8689,364.0,cat stuck on balcony,cat,purpose built flats/maisonettes - up to 3 storeys 
8690,728.0,small animal rescue,unknown - wild animal,house - single occupancy 
8691,364.0,cat stuck in roof between houses opposite shop,cat,purpose built flats/maisonettes - up to 3 storeys 
8693,364.0,kitten stuck on roof  - possibly injured,cat,house - single occupancy 
8694,364.0,dog trapped on window first floor in abandoned house - police will take over once down - police on s,dog,converted flat/maisonettes - 3 or more storeys
8695,364.0,cat trapped between house and garage,cat,house - single occupancy 
8696,364.0,redacted,cat,house - single occupancy 
8697,364.0,redacted,cat,house - single occupancy 
8698,364.0,redacted,bird,shopping centre 
8699,364.0,bird or squirrel trapped behind fire place,bird,house - single occupancy 
8700,364.0,cat stuck up tree - approach via the service road,cat,house - single occupancy 
8701,364.0,cat on roof - unable to move due to skylight - no shade,cat,house - single occupancy 
8702,364.0,bird trapped under grill in basement,bird,house - single occupancy 
8703,364.0,dog trapped under shed,dog,private garden shed 
8704,364.0,dog locked in car - owner on scene and has tried smashing window,dog,car 
8705,364.0,cat injured in neighbours garden,cat,converted flat/maisonette - up to 2 storeys 
8706,728.0,redacted,cat,house - single occupancy 
8707,728.0,fox trapped in canal   rspca in attendance  access via bridge wharf flats   rspca will meet brigade ,fox,river/canal 
8708,364.0,injured cat trapped in neighbours garden  cat fell out of window,cat,purpose built flats/maisonettes - up to 3 storeys 
8709,364.0,cat trapped on roof,cat,converted flat/maisonettes - 3 or more storeys
8710,364.0,kitten trapped inside piping,cat,purpose built flats/maisonettes - up to 3 storeys 
8711,364.0,cat trapped in guttering   owner in attendance,cat,house - single occupancy 
8712,364.0,redacted,bird,other outdoor location 
8713,364.0,animal rescue small    bird trapped behind fireplace inside property. resident will meet you,bird,purpose built flats/maisonettes - up to 3 storeys 
8714,364.0,redacted,bird,house - single occupancy 
8715,728.0,cat trapped in ventilation system,cat,purpose built flats/maisonettes - 10 or more storeys 
8716,364.0,redacted,bird,house - single occupancy 
8717,364.0,rabbit trapped in net on the opposit side of the balcony,rabbit,purpose built flats/maisonettes - up to 3 storeys 
8718,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8719,364.0,cat stuck in bonnet of car,cat,car 
8720,364.0,cat stuck on roof,cat,house - single occupancy 
8721,364.0,assist rspca with rescue of fox cubs,fox,purpose built flats/maisonettes - up to 3 storeys 
8722,364.0,puppy stuck under floor board,dog,purpose built flats/maisonettes - up to 3 storeys 
8723,364.0,redacted,bird,purpose built flats/maisonettes - up to 3 storeys 
8724,364.0,assit rspca with pigeon with foot trapped in tree branch,bird,domestic garden (vegetation not equipment) 
8725,364.0,cat stuck on roof,cat,house - single occupancy 
8726,364.0,cat trapped in window on first floor,cat,house - single occupancy 
8727,364.0,cat possibly trapped   in under side of car     in  car park,cat,car 
8728,728.0,fox fallen into basement of vacant building - been in there all day - unable to get back up,fox,house - single occupancy 
8729,364.0,dogs locked in car,dog,car 
8730,728.0,req for fireboat to assist police with retrieval of possible body from river - police on scene - pol,unknown - domestic animal or pet,river/canal 
8731,364.0,cat stuck under car,cat,car 
8732,364.0,redacted,cat,private garage 
8733,364.0,cat trapped under decking,cat,domestic garden (vegetation not equipment) 
8734,364.0,cat fallen between gap in ground,cat,other car park structure
8735,364.0,kitten stuck in drain pipe,cat,converted flat/maisonette - up to 2 storeys 
8736,364.0,cat stuck in washing machine,cat,house - single occupancy 
8737,728.0,dog  with  back  legs    trapped in dog  lead    in rear  garden     owner is on   scene,dog,house - single occupancy 
8738,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8739,364.0,running call to cat trapped behind wall,cat,private garage 
8740,364.0,small animal rescue - dog trapped in shed     located at rear,dog,house - single occupancy 
8741,364.0,cat and newborn kittens trapped between two conservatories,cat,house - single occupancy 
8742,364.0,kitten fallen from balcony into secure garden,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8743,364.0,cat trapped on roof  - owner on scene,cat,house - single occupancy 
8744,364.0,redacted,cat,tree scrub 
8745,364.0,cat in car engine / axle,cat,car 
8746,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8747,364.0,cat stuck in chimney,cat,house - single occupancy 
8748,364.0,cat trapped under solar panel  caller will make themselves known to crews,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8749,364.0,fox with head trapped between fence and wall - j/o leckwith avenue caller will meet you on scene,fox,house - single occupancy 
8750,364.0,cat stuck on roof - person said she will climb on roof,cat,house - single occupancy 
8751,364.0,kitten stuck on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
8752,364.0,injured cat in tree for two days,cat,tree scrub 
8753,364.0,cat stuck under shed,cat,converted flat/maisonettes - 3 or more storeys
8754,364.0,cat has been trapped inside garages since saturday  caller will meet crew,cat,underground car park
8755,364.0,duck trapped in netting on water    caller to meet you outside landmark pinnacle building to direct,bird,lake/pond/reservoir 
8756,1092.0,person and cat stuck in tree in downhills park   best access via keston road - member of public will,cat,park 
8757,364.0,dog locked in car outside,dog,car 
8758,364.0,cat claw trapped in tree  -cat unable to climb down,cat,domestic garden (vegetation not equipment) 
8759,364.0,dog on window ledge,dog,converted flat/maisonette - up to 2 storeys 
8760,364.0,redacted,bird,"roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)"
8761,364.0,dog stuck on roof,dog,retirement/old persons home
8762,364.0,cat stuck on roof,cat,house - single occupancy 
8763,364.0,cat on roof    third floor level    has been there for a day,cat,house - single occupancy 
8764,364.0,pigeon stuck in chimney,bird,house - single occupancy 
8765,364.0,redacted,cat,purpose built flats/maisonettes - 10 or more storeys 
8766,364.0,cat stuck on high ledge unable to get down,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8767,364.0,cat trapped in tree,cat,domestic garden (vegetation not equipment) 
8768,364.0,kitten trapped in hole in kitchen wall,cat,house - single occupancy 
8769,364.0,cat trapped on roof,cat,converted flat/maisonettes - 3 or more storeys
8770,728.0,small animale rescue - cat stuck on roof,cat,house - single occupancy 
8771,364.0,redacted,cat,house - single occupancy 
8772,364.0,cat trapped up tree for two days- rspca requested us to attend - owner on scene,cat,other building/use not known 
8773,364.0,redacted,bird,purpose built flats/maisonettes - 10 or more storeys 
8774,364.0,cat hanging from second floor window,cat,purpose built flats/maisonettes - up to 3 storeys 
8775,364.0,cat fallen and trapped in garden,cat,converted flat/maisonettes - 3 or more storeys
8776,364.0,redacted,cat,house - single occupancy 
8777,728.0,redacted,cat,house - single occupancy 
8778,364.0,cat stuck on roof       in full sunshine all day   now slumped on corner of roof   rspca unable to a,cat,house - single occupancy 
8779,364.0,cat stuck up tree - tl requested from scene,cat,tree scrub 
8780,364.0,bird trapped upside down in tv aerial - caller will direct you,bird,other outdoor structures 
8781,728.0,kitten stuck in tree all day,cat,house - single occupancy 
8782,364.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8783,364.0,dog trapped in undergrowth    caller will meet you in the car park for ingrebourne hill next to the ,dog,heathland 
8784,364.0,cat on roof,cat,house - single occupancy 
8785,364.0,dog stuck in stair gate,dog,house - single occupancy 
8786,364.0,redacted,horse,road surface/pavement 
8787,364.0,cats head wedged between pole and wall,cat,house - single occupancy 
8788,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8789,364.0,cat trapped on roof,cat,house - single occupancy 
8790,364.0,cat in precarious position,cat,purpose built flats/maisonettes - up to 3 storeys 
8791,364.0,cat stuck on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
8792,364.0,pregnant dog stuck under decking,dog,house - single occupancy 
8793,364.0,animal in distress,unknown - domestic animal or pet,pub/wine bar/bar 
8794,364.0,dog stuck in pond,dog,lake/pond/reservoir 
8795,364.0,cat trapped in piping,cat,telephone exchange
8796,364.0,cat trapped on roof,cat,telephone exchange
8797,364.0,bird trapped in netting    call from rspca,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8798,364.0,injured kitten trapped on roof - behind by the medical centre,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8799,364.0,pigeon trapped in between balcony glass and floor,bird,purpose built flats/maisonettes - 10 or more storeys 
8800,364.0,hedgehog trapped in drain - please liaise with miss mcleod at location,hedgehog,house - single occupancy 
8801,364.0,cat trapped in the garden -owner requested to meet the brigade,cat,domestic garden (vegetation not equipment) 
8802,364.0,cat stuck on roof since yesterday,cat,house - single occupancy 
8803,364.0,seagull trapped in netting at football pitch next to address given,bird,other indoor sporting venue 
8804,728.0,redacted,cat,house - single occupancy 
8805,364.0,kitten stuck up tree,cat,house - single occupancy 
8806,364.0,redacted,bird,large supermarket 
8807,364.0,bird trapped in drain - caller will meet you,bird,road surface/pavement 
8808,728.0,cat trapped inside car- cat is bleeding     red-toyota,cat,car 
8809,364.0,injured dog locked behind gate,dog,house - single occupancy 
8810,364.0,redacted,bird,purpose built flats/maisonettes - up to 3 storeys 
8811,364.0,redacted,cat,house - single occupancy 
8812,364.0,cat trapped in window,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8813,364.0,assist rspca with cat in tree   rspca in attendance,cat,tree scrub 
8814,364.0,dogs head stuck in wooden fence,dog,fence
8815,364.0,cat trapped,cat,converted flat/maisonettes - 3 or more storeys
8816,364.0,cat trapped under air vent,cat,house - single occupancy 
8817,364.0,cat trapped between fence and shed,cat,house - single occupancy 
8818,364.0,injured cat trapped between two walls,cat,other outdoor location 
8819,364.0,redacted,bird,train station - platform (at ground level or elevated) 
8820,728.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
8821,364.0,dog locked in car,dog,car 
8822,364.0,running call to cat trapped on roof,cat,house - single occupancy 
8823,728.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
8824,364.0,dog trapped under shed,dog,outdoor storage 
8825,364.0,cat trapped in shed,cat,private garden shed 
8826,364.0,cat trapped in tree,cat,tree scrub 
8827,364.0,cat trapped on roof,cat,house - single occupancy 
8828,364.0,cat in window of sixth floor,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8829,364.0,fox stuck between two houses       rspca on scene,fox,house - single occupancy 
8830,364.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
8831,364.0,redacted,cat,single shop 
8832,364.0,cat in distress stuck in basement area outside flat,cat,purpose built flats/maisonettes - up to 3 storeys 
8833,728.0,cat trapped in air vent in bathroom,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8835,364.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
8836,364.0,cat fallen into basement level of adjacent premises,cat,house - single occupancy 
8837,364.0,cats head stuck in hole in cupboard,cat,house - single occupancy 
8838,364.0,cat trapped in building under renovation - flat a,cat,house - single occupancy 
8839,364.0,cat  stuck on roof         owner is on scene,cat,converted flat/maisonettes - 3 or more storeys
8840,728.0,redacted,bird,house - single occupancy 
8841,364.0,injured parrot stuck in tree  owner on site,bird,road surface/pavement 
8842,364.0,parrot in tree - tl requested from scene,bird,woodland/forest - broadleaf/hardwood 
8843,364.0,cat stuck on scaffolding for four days   rspca will not attend,cat,purpose built flats/maisonettes - up to 3 storeys 
8844,364.0,fox trapped in pond - near william morris gallery and delight cafe,fox,lake/pond/reservoir 
8845,364.0,to assist police with salvage sheets due to a collapsed horse,horse,road surface/pavement 
8846,364.0,cat trapped on roof,cat,house - single occupancy 
8847,364.0,cat with head trapped in net - cat hanging by head - emergency,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8848,364.0,cat trapped between landing and pidgeon net on sixth floor,cat,purpose built flats/maisonettes - 10 or more storeys 
8849,364.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
8850,364.0,cat stuck on roof,cat,converted flat/maisonettes - 3 or more storeys
8851,364.0,assist rspca with cat on roof - two storey house,cat,house - single occupancy 
8852,728.0,cat up tree - access via gate at snakes lane opposite oakwaood station,cat,tree scrub 
8853,364.0,birds trapped in netting at entrance to shopping centre,bird,underground car park
8854,364.0,swan trapped in railway track,bird,railway 
8855,364.0,redacted,bird,multi-storey car park
8856,364.0,redacted,fox,lake/pond/reservoir 
8857,364.0,cat possibly trapped under patio,cat,house - single occupancy 
8858,364.0,bird stuck in chimney  caller ground floor flat,bird,converted flat/maisonettes - 3 or more storeys
8859,364.0,possible injured squirrel trapped on roof,squirrel,house - single occupancy 
8860,364.0,redacted,bird,river/canal 
8861,728.0,redacted,cat,house - single occupancy 
8862,728.0,redacted,cat,hotel/motel 
8863,364.0,fox trapped in bathroom behind piping,fox,house - single occupancy 
8864,728.0,redacted,cat,house - single occupancy 
8865,364.0,pigeon trapped in netting     nr to bus stop bx,bird,single shop 
8866,364.0,redacted,cat,house - single occupancy 
8867,728.0,cat stuck in chimney,cat,house - single occupancy 
8868,728.0,cat trapped in tree - rspca not attending,cat,animal harm outdoors
8869,728.0,redacted,cat,house - single occupancy 
8870,364.0,cat on roof - been up there for two days,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8871,364.0,running call to kittens trapped behind bath panel,cat,house - single occupancy 
8872,364.0,dog on ledge of window on first floor - no persons appear to be there - caller was passing by and ma,dog,house - single occupancy 
8873,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8874,364.0,cat on roof   rspca on scene    call from rspca,cat,house - single occupancy 
8875,364.0,cat trapped in barbed wire   corner of islington roundabout,cat,fence
8876,364.0,bird stuck behind wall,bird,self contained sheltered housing 
8877,364.0,cat stuck on roof  - fallen   injured   unable to move,cat,converted flat/maisonettes - 3 or more storeys
8878,364.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
8879,728.0,redacted,cat,domestic garden (vegetation not equipment) 
8880,364.0,redacted,horse,animal harm outdoors
8881,364.0,dog trapped behind heater,dog,converted flat/maisonettes - 3 or more storeys
8883,364.0,dog locked in substation,dog,woodland/forest - conifers/softwood 
8884,364.0,dog stuck in middle of pond on an island,dog,lake/pond/reservoir 
8885,364.0,dog trapped in metal fence,dog,park 
8886,364.0,cat trapped in chimney,cat,house - single occupancy 
8887,364.0,cat trapped in tree,cat,tree scrub 
